iso,pays,annee,perte_biomasse_Mg,perte_surface_ha
SWE,Suede,2005,22075028.063917637,248560.16867117575
SWZ,Eswatini,2005,1120084.3320825254,4535.096300842919
SYC,Seychelles,2005,18.297106810656512,0.1518440893570877
SYR,Syrie,2005,91213.67070593934,791.8076299422592
TCA,Iles Turques-et-Caiques,2005,1213.1345218694082,22.25030443209706
TCD,Tchad,2005,53986.615059933756,472.37270292631064
TGO,Togo,2005,256381.11826551944,2047.965587567437
THA,Thailande,2005,18468277.971474912,84287.06004261007
TJK,Tadjikistan,2005,2995.0290809934504,28.539265388351044
TKM,Turkmenistan,2005,3298.762629877308,30.53277979659837
TLS,Timor-Leste,2005,307548.89922126976,1311.308118237634
TTO,Trinite-et-Tobago,2005,233973.39483051014,1228.8639556546584
TUN,Tunisie,2005,75342.63645515242,632.9729462783862
TUR,Turquie,2005,2155420.4864869528,20410.602625434127
TWN,Taiwan,2005,344227.7764315063,1522.315020263744
TZA,Tanzanie,2005,12196268.718712639,91583.414189022
UGA,Ouganda,2005,5327392.710496774,29172.07693396618
UKR,Ukraine,2005,5158956.755894194,36558.45416411522
UMI,Iles mineures eloignees des Etats-Unis,2005,,84.49769212775365
URY,Uruguay,2005,1597626.967138152,15919.046615039984
USA,Etats-Unis,2005,351023615.88274163,2691544.210956299
UZB,Ouzbekistan,2005,2293.953288876247,21.185750156766787
VCT,Saint-Vincent-et-les Grenadines,2005,3725.9266998929425,16.635063631291956
VEN,Venezuela,2005,15237475.276897963,94967.00676625513
VGB,British Virgin Islands,2005,621.5996245973818,3.7274220785837935
VIR,Iles Vierges americaines,2005,2896.256035893643,20.30460963419661
VNM,Viet Nam,2005,21161134.894746672,102211.1187817025
VUT,Vanuatu,2005,50398.19237921519,254.48326712356794
XAD,Akrotiri et Dhekelia,2005,16.062726373566797,0.19043937476995446
XKO,Kosovo,2005,54989.008563981726,313.83170348937455
XNC,Chypre du Nord,2005,323.9808058449648,3.6542440143622192
ZAF,Afrique du Sud,2005,23289316.40219569,104652.34636227365
ZMB,Zambie,2005,8402722.878849756,57518.16135385963
ZWE,Zimbabwe,2005,1653544.451226194,11748.83515301895
AFG,Afghanistan,2006,19149.151051396715,152.08453592097587
AGO,Angola,2006,9197654.455027739,76940.42602869697
ALA,Iles Aland,2006,8967.683069942237,100.14456159280603
ALB,Albanie,2006,162981.97402525364,962.7062924139868
AND,Andorre,2006,1093.741120741291,6.624548271169509
ARG,Argentine,2006,25898604.92836132,316447.2283856827
ARM,Armenie,2006,17808.916433906812,129.74906665075483
ATG,Antigua-et-Barbuda,2006,7558.014964467798,61.152115996856
AUS,Australie,2006,19021328.71260685,186303.99824712053
AUT,Autriche,2006,2567020.4757784484,12583.533393478041
AZE,Azerbaidjan,2006,61150.79721866234,525.2014626943931
BDI,Burundi,2006,45216.99210402624,343.5676257261325
BEL,Belgique,2006,1483664.6913690306,6916.08424877007
BEN,Benin,2006,188249.912156247,1794.80449798094
BES,Pays-Bas caribeens,2006,1299.637919799423,6.900502288660528
BFA,Burkina Faso,2006,512.6578154067031,4.75707136457761
BGD,Bangladesh,2006,1463587.268521456,6862.821262972943
BGR,Bulgarie,2006,707261.6816824819,5171.123840834244
BHS,Bahamas,2006,72648.26217189894,1015.7739443602954
BIH,Bosnie-Herzegovine,2006,95353.33115637931,535.9688347970034
BLR,Bielorussie,2006,5331091.612583935,42269.35271373391
BLZ,Belize,2006,761926.9436509048,4269.73522438235
BMU,Bermudes,2006,10.578921046347055,0.06530198176757442
BOL,Bolivie,2006,39862927.18724026,216314.82152920356
BRA,Bresil,2006,564411311.3958931,2876804.7469672207
BRB,Barbade,2006,491.68628482099103,4.122334598451394
BRN,Brunei Darussalam,2006,283935.59950621985,1013.5144252337649
BTN,Bhoutan,2006,171978.0193812004,622.8728830841219
BWA,Botswana,2006,2533.6460551727932,40.107844036421646
CAF,Republique centrafricaine,2006,9304061.359310905,57883.220928144714
CAN,Canada,2006,198971156.79974335,2406190.7363021155
CHE,Suisse,2006,433840.18701350363,2048.8504959255147
CHL,Chili,2006,12107140.184238877,91923.23939026738
CHN,Chine,2006,99319085.79589963,575232.8870382097
CIV,Cote d Ivoire,2006,15097237.491604418,97780.65199480724
CMR,Cameroun,2006,7601078.498788792,35986.04110763813
COD,Republique democratique du Congo,2006,104129240.32519135,453170.61281197367
COG,Republique du Congo,2006,4989047.494539826,22153.93810149488
COL,Colombie,2006,39526737.69374596,189963.60168666218
COM,Comores,2006,3116.9711344942425,12.963659929736135
CPV,Cap-Vert,2006,,6.024247133513697
CRI,Costa Rica,2006,1990655.9693822158,10059.474962600741
CUB,Cuba,2006,1642648.907960127,12305.087822119165
CYM,Iles Cayman,2006,1622.529168911145,17.959420127743844
CYP,Chypre,2006,5747.963921793589,58.603225739938196
CZE,Republique tcheque,2006,1595874.37462263,8606.687254423103
DEU,Allemagne,2006,8487943.113344654,42652.88486882001
DMA,Dominique,2006,6069.385929003081,25.382701624117857
DNK,Danemark,2006,590039.1377934486,5213.70671898548
DOM,Republique dominicaine,2006,2035715.3029533848,13413.915399729467
DZA,Algerie,2006,599175.511140045,5415.394073528538
ECU,equateur,2006,8255792.452866899,35553.67420813389
EGY,egypte,2006,3228.3814028926636,38.125910386740834
ESP,Espagne,2006,10110050.333614673,72719.07732340887
EST,Estonie,2006,2121676.3469192768,21731.76607314767
ETH,ethiopie,2006,2184317.035658103,12075.938863442781
FIN,Finlande,2006,14769780.419588044,182294.82184662574
FJI,Fidji,2006,429740.5739691009,1874.4188059061403
FRA,France,2006,9766922.273154737,55049.474361435314
GAB,Gabon,2006,4284769.562478794,19300.76155673861
GBR,Royaume-Uni,2006,3298512.116256381,21053.477904722677
GEO,Georgie,2006,85876.27007575272,531.3530525681834
GGY,Guernesey,2006,14.06638189298965,0.15125231431856778
GHA,Ghana,2006,4391436.619632751,27136.106026040048
GIN,Guinee,2006,2179711.9764026725,15305.724126266177
GLP,Guadeloupe,2006,10224.290218999537,62.26845623010634
GMB,Gambie,2006,591.4447871371935,6.294415373331295
GNB,Guinee-Bissau,2006,257625.76067127578,2018.2736304760756
GNQ,Guinee equatoriale,2006,316076.88896939903,1255.6155388671111
GRC,Grece,2006,745773.2121953524,7345.970169765666
GRD,Grenade,2006,7003.876040967092,31.532020393623934
GTM,Guatemala,2006,9117254.08030383,52558.40356379319
GUF,Guyane française,2006,821461.6262064073,2534.970689725097
GUY,Guyane,2006,1611197.6264427193,5933.770238008638
HKG,Hong Kong,2006,2581.890185841054,20.818472351692378
HND,Honduras,2006,7497841.530343885,41630.862087995105
HRV,Croatie,2006,378236.252189566,2204.1989065142698
HTI,Haiti,2006,172555.23387033044,1162.8397855702503
HUN,Hongrie,2006,1233027.493743515,7989.9347102724605
IDN,Indonesie,2006,320851978.5453244,1433150.2341909236
IMN,Ile de Man,2006,3817.280628568663,26.244475032781548
IND,Inde,2006,14344726.05965121,67410.50808351503
IRL,Irlande,2006,1008829.9356689593,5248.2754624875215
IRN,Iran,2006,14634.909433188564,140.7888507648059
IRQ,Irak,2006,671.8978562605196,6.24004359795137
ISR,Israel,2006,12652.34890188562,132.22768038065686
ITA,Italie,2006,1012280.7505651541,8901.865352197363
JAM,Jamaique,2006,546077.1391730881,2797.6836676785147
JEY,Jersey,2006,25.28251062935186,0.20268790583549195
JOR,Jordanie,2006,70.71801933455977,0.7835791415624555
JPN,Japon,2006,6914181.252539831,38974.45382815413
KAZ,Kazakhstan,2006,362620.8201436263,3142.0376337883945
KEN,Kenya,2006,3840957.4049953823,20656.43878293235
KGZ,Kirghizistan,2006,11985.065960438711,110.58315986918004
KHM,Cambodge,2006,17682045.363201626,80507.19540113192
KNA,Saint-Kitts-et-Nevis,2006,3855.899674757763,20.454445301420606
KOR,Coree du Sud,2006,1178290.7119279606,10148.495214439754
LAO,Laos,2006,26993588.704446316,122677.87988354714
LBN,Liban,2006,15045.501710897383,148.81790494826146
LBR,Liberia,2006,6445546.521306967,36221.24298092208
LBY,Libye,2006,1485.9178017004276,16.302465511794704
LCA,Sainte-Lucie,2006,20915.499318816106,98.11695233858373
LIE,Liechtenstein,2006,2228.976529041297,11.598105367983642
LKA,Sri Lanka,2006,1260784.482333383,7730.473436409555
LSO,Lesotho,2006,341.0878255600953,2.425620265566652
LTU,Lituanie,2006,2073951.4698814168,17449.726870591916
LUX,Luxembourg,2006,78029.70874510834,365.9888042212664
LVA,Lettonie,2006,4411012.406302354,38893.50325350296
MAC,Macao,2006,,3.4983249402915932
MAR,Maroc,2006,253024.90273344074,2221.776919562151
MDA,Moldavie,2006,19846.15041777663,173.20152099805685
MDG,Madagascar,2006,11379462.232873641,71034.03765642631
MEX,Mexique,2006,22989859.530613344,179043.6659358588
MKD,Macedoine,2006,315636.4659595223,2042.1325967877729
MLI,Mali,2006,12571.345029961,103.70893658620264
MLT,Malte,2006,65.02498496810239,0.6258853129904515
MMR,Myanmar,2006,26971659.306475263,127464.1415015592
MNE,Montenegro,2006,28247.418130847254,175.5461739541368
MNG,Mongolie,2006,1204818.619839476,13249.214446073696
MOZ,Mozambique,2006,23784175.0137475,172223.89748935934
MSR,Montserrat,2006,2780.304553221941,12.612604582229164
MTQ,Martinique,2006,17346.115613255202,91.17823278162278
MUS,Maurice,2006,27382.621786356212,142.48742232739238
MWI,Malawi,2006,888840.2654230759,5563.04899639782
MYS,Malaisie,2006,81264883.05120592,333901.39493924106
MYT,Mayotte,2006,8878.764187621755,41.5867527368335
NAM,Namibie,2006,1335.9839618741494,17.040996719004077
NCL,Nouvelle-Caledonie,2006,347615.2452729469,2134.5325607019386
NGA,Nigeria,2006,3549723.018099472,26167.55795023894
NIC,Nicaragua,2006,8126018.577137644,38875.45820383863
NLD,Pays-Bas,2006,239777.8178598332,1482.347280904154
NOR,Norvege,2006,3717233.860581735,40648.51285867198
NPL,Nepal,2006,850465.3307492547,3255.0100289311
NZL,Nouvelle-Zelande,2006,11308438.348239383,61671.657107180734
PAK,Pakistan,2006,217267.30078968307,1345.3201096628732
PAN,Panama,2006,7061293.1336281365,34322.71157289783
PER,Perou,2006,23109433.026448317,88915.88443692608
PHL,Philippines,2006,13281133.35613237,57428.525048395335
PLW,Palau,2006,11269.011294123211,34.867139689161064
PNG,Papouasie-Nouvelle-Guinee,2006,16509860.132636324,56388.405301357365
POL,Pologne,2006,4985627.908795517,37680.33709414056
PRI,Puerto Rico,2006,232273.6821475265,1242.998386447347
PRK,Coree du Nord,2006,1465258.7701647761,12580.251427104366
PRT,Portugal,2006,5643669.994750319,42566.300623309966
PRY,Paraguay,2006,12604755.029940166,148256.36100513148
PSE,Palestine,2006,57.873001084944654,0.7234155284016888
REU,Reunion,2006,137897.10452009994,628.8964876422151
ROU,Roumanie,2006,2323050.8326945994,13066.51923066753
RUS,Russie,2006,202338735.04686356,2233420.254879145
RWA,Rwanda,2006,110081.68165880721,745.5328997464495
SDN,Soudan,2006,470.10925123222347,4.1506645137647995
SEN,Senegal,2006,4945.637778451658,41.24825584624351
SGP,Singapour,2006,9090.653441474826,56.06806504195396
SLB,Iles Salomon,2006,1404060.1192368253,5068.419639967128
SLE,Sierra Leone,2006,4317269.521402611,28525.928395654097
SLV,Salvador,2006,704019.0992674942,4604.314794615934
SOM,Somalie,2006,9185.596033885458,118.51669685403215
SRB,Serbie,2006,338530.62768860353,1891.223049294923
SSD,Sud-Soudan,2006,825893.2051902419,8963.298123116354
SUR,Suriname,2006,1005681.6342151575,3404.350215513905
SVK,Slovaquie,2006,1485481.9191225441,8022.866910637093
SVN,Slovenie,2006,235200.08438376096,1246.1189483224532
SWE,Suede,2006,21252772.11180044,249126.08010292272
SWZ,Eswatini,2006,2252905.237363183,9431.399995474243
SYC,Seychelles,2006,36.740008417838624,0.15181821660263894
SYR,Syrie,2006,33691.1509962238,280.75155734043614
TCA,Iles Turques-et-Caiques,2006,283.8279171920637,4.577945866062521
TCD,Tchad,2006,329766.3211551598,2981.897009069501
TGO,Togo,2006,179532.63583327748,1687.8064304325399
THA,Thailande,2006,21173331.608003706,99820.5796334391
TJK,Tadjikistan,2006,2205.97730394436,19.433076637059692
TKM,Turkmenistan,2006,1522.394949288871,13.62915282636058
TLS,Timor-Leste,2006,678095.4989375675,2929.0921986487992
TTO,Trinite-et-Tobago,2006,320720.7354745969,1755.8252358748348
TUN,Tunisie,2006,40392.8184785052,353.7352516466367
TUR,Turquie,2006,2747962.666000606,25884.823812203555
TWN,Taiwan,2006,470035.37645490735,2076.722502263758
TZA,Tanzanie,2006,10618161.027027862,85295.84419366895
UGA,Ouganda,2006,4966009.117671963,28448.198025603
UKR,Ukraine,2006,5834590.062652316,42130.1087295951
UMI,Iles mineures eloignees des Etats-Unis,2006,,0.07309477526366773
URY,Uruguay,2006,2091558.1493813938,21029.279398566534
USA,Etats-Unis,2006,359518921.66329485,2605855.5543936715
UZB,Ouzbekistan,2006,5395.223319419,53.07967528544984
VCT,Saint-Vincent-et-les Grenadines,2006,2306.6732231212018,10.494106763332452
VEN,Venezuela,2006,13546420.264063599,85490.75853768189
VGB,British Virgin Islands,2006,419.9369713236046,2.777119088920198
VIR,Iles Vierges americaines,2006,11811.776283943273,73.80593740275805
VNM,Viet Nam,2006,16473599.137013178,78777.19252676822
VUT,Vanuatu,2006,47847.23284361929,219.12138676990887
XAD,Akrotiri et Dhekelia,2006,219.88370743132,2.097757331486426
XKO,Kosovo,2006,94770.32763254386,519.9870444799375
XNC,Chypre du Nord,2006,1587.3204204091967,15.89387124443617
ZAF,Afrique du Sud,2006,22422644.2903146,104943.270667322
ZMB,Zambie,2006,5894383.428371506,40500.90119540359
ZWE,Zimbabwe,2006,2638876.533371308,14883.276794202833
AFG,Afghanistan,2007,31924.139319568945,252.84166203678524
AGO,Angola,2007,19329826.103312027,145286.71261893096
ALA,Iles Aland,2007,21865.324301170498,247.94607234766187
ALB,Albanie,2007,910973.2982813893,5225.026688463702
AND,Andorre,2007,399.028386695415,2.1690592921811094
ARG,Argentine,2007,29499801.34934788,425345.26776401914
ARM,Armenie,2007,7411.7208121713265,54.53641566355057
ATG,Antigua-et-Barbuda,2007,4202.775125288849,37.157828740473086
AUS,Australie,2007,37900279.358223416,372716.96073287237
AUT,Autriche,2007,6457312.143388271,31669.689927648637
AZE,Azerbaidjan,2007,58259.71850194399,507.5572252652464
BDI,Burundi,2007,251971.32515294457,1861.6868708822467
BEL,Belgique,2007,1289880.1128322813,5985.142534027755
BEN,Benin,2007,558905.0142930665,4659.699062164631
BES,Pays-Bas caribeens,2007,95.32275935061034,0.6609167143967577
BFA,Burkina Faso,2007,295.8746735476316,2.8680846058642877
BGD,Bangladesh,2007,825112.8211573587,3995.1026237473775
BGR,Bulgarie,2007,1380557.7952968862,9557.281924950432
BHS,Bahamas,2007,46313.64305219608,604.80767160384
BIH,Bosnie-Herzegovine,2007,376545.1202268169,2681.5224585062824
BLR,Bielorussie,2007,4105419.5663299207,32656.750225817108
BLZ,Belize,2007,2184470.707327442,12263.603195896056
BOL,Bolivie,2007,36839344.4737442,189952.92014924518
BRA,Bresil,2007,477640490.5027033,2621820.177926478
BRB,Barbade,2007,4493.597859623881,31.62823710095428
BRN,Brunei Darussalam,2007,407161.54510815244,1564.8328150479101
BTN,Bhoutan,2007,135986.46312916363,508.2207290570409
BWA,Botswana,2007,2243.8011315556896,33.55963859119464
CAF,Republique centrafricaine,2007,7342793.992898075,37308.156259856056
CAN,Canada,2007,181004459.5798511,2117900.170313592
CHE,Suisse,2007,388110.81391658087,1852.2483516537204
CHL,Chili,2007,15979881.23115902,121652.32886081573
CHN,Chine,2007,123330520.88753806,652978.7122012961
CIV,Cote d Ivoire,2007,13996653.835661711,90864.76358264289
CMR,Cameroun,2007,9915841.183408123,45916.05230572758
COD,Republique democratique du Congo,2007,105694286.13980678,462903.2876113662
COG,Republique du Congo,2007,6232587.302718254,29764.687952001063
COL,Colombie,2007,57785737.33244839,269029.28637287824
COM,Comores,2007,16305.38283862819,77.72839324687558
CPV,Cap-Vert,2007,,0.5917711814620975
CRI,Costa Rica,2007,2238834.5294637447,11447.873291167978
CUB,Cuba,2007,939259.2868653022,7873.760798355877
CYM,Iles Cayman,2007,1510.3332958894168,17.864127307181306
CYP,Chypre,2007,80874.24261884786,778.2392783807514
CZE,Republique tcheque,2007,4069474.5754090203,21325.094843922838
DEU,Allemagne,2007,19367166.18169786,93223.62502261644
DMA,Dominique,2007,9601.297290593651,40.300001409150454
DNK,Danemark,2007,501680.8186172258,4381.407303645591
DOM,Republique dominicaine,2007,2490259.9750527726,16059.061856193686
DZA,Algerie,2007,571842.6492885818,5201.556583046162
ECU,equateur,2007,13495104.811577387,60539.50436843045
EGY,egypte,2007,6811.722872616938,78.27013988805166
ESP,Espagne,2007,8707938.07852645,60256.31684768094
EST,Estonie,2007,1610296.2209051019,16188.595067142754
ETH,ethiopie,2007,4860457.060532021,25608.573113279544
FIN,Finlande,2007,12794537.84979807,151914.8779083593
FJI,Fidji,2007,477469.82524205936,2148.4670978382096
FRA,France,2007,8954270.432912638,49246.17317441944
GAB,Gabon,2007,3902684.544377164,16501.47574793823
GBR,Royaume-Uni,2007,4899530.870833673,31222.419594952262
GEO,Georgie,2007,173175.33154310266,992.4460000764211
GHA,Ghana,2007,6507037.393984318,40172.37055944055
GIN,Guinee,2007,4972334.36452165,33821.27135082482
GLP,Guadeloupe,2007,26008.249153930272,158.3031189044353
GMB,Gambie,2007,4349.933888368216,49.60546797642212
GNB,Guinee-Bissau,2007,787125.2206484012,6044.027621287805
GNQ,Guinee equatoriale,2007,724032.501915785,3141.5272515251786
GRC,Grece,2007,4858071.220739736,46061.55695983619
GRD,Grenade,2007,15426.206104307836,67.81289337321766
GTM,Guatemala,2007,21457820.03058267,126556.72461972489
GUF,Guyane française,2007,1050899.6979786395,3328.108834443462
GUY,Guyane,2007,1421936.7029872616,5249.632060422031
HKG,Hong Kong,2007,2577.6374899401826,29.587736637835725
HND,Honduras,2007,7617695.3076165365,42412.384955946814
HRV,Croatie,2007,532017.1272299448,3237.112404460168
HTI,Haiti,2007,296508.9722969656,2077.211676481844
HUN,Hongrie,2007,1432126.688250185,9361.071277143299
IDN,Indonesie,2007,301610033.0177987,1387625.2924869289
IMN,Ile de Man,2007,4184.550170291497,30.388384622583786
IND,Inde,2007,15587238.079792123,73906.51985678382
IRL,Irlande,2007,2081357.8343523752,11681.901580887694
IRN,Iran,2007,13587.005793444165,131.05927632238144
IRQ,Irak,2007,1095.1929596529744,10.328544856582816
ISR,Israel,2007,4394.740755968634,47.96047012408357
ITA,Italie,2007,1403413.8684777212,11590.055713961665
JAM,Jamaique,2007,247713.7121528829,1269.9152592994437
JOR,Jordanie,2007,36.25572957214529,0.39192569674476946
JPN,Japon,2007,8143430.405263754,45585.778159296
KAZ,Kazakhstan,2007,526984.6127003408,4605.437639402694
KEN,Kenya,2007,4998680.254546152,26102.96008148221
KGZ,Kirghizistan,2007,11808.597337230412,107.42933346305921
KHM,Cambodge,2007,16926476.043757677,77676.0556345598
KNA,Saint-Kitts-et-Nevis,2007,2361.5052373688864,12.286894849103307
KOR,Coree du Sud,2007,1000646.9190265493,8096.166334529271
LAO,Laos,2007,29370605.287979864,132995.12583232744
LBN,Liban,2007,27935.21060267419,273.03032151792866
LBR,Liberia,2007,7965804.149133891,44282.08227645055
LBY,Libye,2007,367.1829619744019,4.2909152981513525
LCA,Sainte-Lucie,2007,10300.094394528776,48.57569600168511
LIE,Liechtenstein,2007,1954.4229638980435,8.433932016611724
LKA,Sri Lanka,2007,1432152.6540461057,10241.819958951226
LSO,Lesotho,2007,337.2321727390284,3.018690576753567
LTU,Lituanie,2007,1932075.2944014769,16036.749411474659
LUX,Luxembourg,2007,109612.47929460701,502.2325746558153
LVA,Lettonie,2007,4109858.8382892027,36128.753704250375
MAC,Macao,2007,,4.42678233976012
MAR,Maroc,2007,278682.66176624154,2513.070495378277
MDA,Moldavie,2007,26155.07333644967,236.26282216589541
MDG,Madagascar,2007,35107546.861639336,188580.08889703554
MEX,Mexique,2007,29169202.403579887,218600.75424724663
MKD,Macedoine,2007,551493.2947837671,3862.343733109413
MLI,Mali,2007,15149.747658793895,125.08522385792438
MLT,Malte,2007,90.21093032453145,0.8138376445312927
MMR,Myanmar,2007,31384978.403977923,146598.31829907343
MNE,Montenegro,2007,167984.00017525555,1051.4243889884583
MNG,Mongolie,2007,5558323.664728777,48081.704574620344
MOZ,Mozambique,2007,18247254.767680638,138492.6065650614
MSR,Montserrat,2007,2143.169166693297,10.473866028638799
MTQ,Martinique,2007,31980.558778930954,155.67514304329575
MUS,Maurice,2007,26009.576581126326,131.71048106386385
MWI,Malawi,2007,1170894.1883638254,7494.461041830402
MYS,Malaisie,2007,97063130.7485981,405158.5125241258
MYT,Mayotte,2007,4540.591151945749,20.044836022592914
NAM,Namibie,2007,4979.318814136481,80.0748958156486
NCL,Nouvelle-Caledonie,2007,154995.0543591668,975.113473306677
NER,Niger,2007,5.562649234402895,0.07517093560003912
NGA,Nigeria,2007,3333413.8199523585,24572.530184125568
NIC,Nicaragua,2007,19320019.24437574,88499.9115033008
NLD,Pays-Bas,2007,271650.8675367006,1646.094034667336
NOR,Norvege,2007,2876956.5082382946,31841.161950339505
NPL,Nepal,2007,897984.5631892637,3465.5022691380946
NZL,Nouvelle-Zelande,2007,11285732.846350156,62642.62340537096
PAK,Pakistan,2007,171335.40263533077,1123.4631042104643
PAN,Panama,2007,4257714.196477873,20644.52749151635
PER,Perou,2007,30469696.574141745,115742.77874036558
PHL,Philippines,2007,15283870.877644245,66498.02542142752
PLW,Palau,2007,28024.387460801387,90.63736881964817
PNG,Papouasie-Nouvelle-Guinee,2007,14779917.981899302,49173.003459221865
POL,Pologne,2007,7835942.116742242,57310.99658261948
PRI,Puerto Rico,2007,187928.14250699314,1037.4510563821048
PRK,Coree du Nord,2007,1483684.7422952016,13289.301162021631
PRT,Portugal,2007,4700863.772253225,36321.93874819722
PRY,Paraguay,2007,35027992.52616963,426216.1302215819
PSE,Palestine,2007,103.26425158704863,1.179882171386875
ROU,Roumanie,2007,6654892.378985053,38081.92609849051
RUS,Russie,2007,243525737.85679272,2338922.5936676906
RWA,Rwanda,2007,203310.55248408904,1429.976724684854
SDN,Soudan,2007,19918.018417339026,184.9207849258857
SEN,Senegal,2007,20021.891599993065,172.32132610700342
SGP,Singapour,2007,10116.926340972423,74.44906843085471
SLB,Iles Salomon,2007,1641681.323990609,5665.313380356843
SLE,Sierra Leone,2007,3542204.4089950635,21878.477527943553
SLV,Salvador,2007,480333.37071003637,2984.1589480328967
SMR,Saint-Marin,2007,77.07783956400091,0.9479525586958192
SOM,Somalie,2007,19968.34627203118,270.58776249334414
SPM,Saint-Pierre-et-Miquelon,2007,,0.10590869027778681
SRB,Serbie,2007,398602.7261755413,2254.0564650108113
SSD,Sud-Soudan,2007,958354.6047017338,9523.60993101597
SUR,Suriname,2007,1078657.9555517393,3625.827877904558
SVK,Slovaquie,2007,1816989.2276202303,9485.82304525844
SVN,Slovenie,2007,399487.16345911846,2106.6584842578777
SWE,Suede,2007,15794725.61571318,182858.03675589932
SWZ,Eswatini,2007,1703798.971772893,6469.371087471753
SYR,Syrie,2007,198534.77552076385,1577.2368823085121
TCA,Iles Turques-et-Caiques,2007,4418.532124344795,73.54047559600205
TCD,Tchad,2007,111936.21347237399,1001.0773712077685
TGO,Togo,2007,407005.66637486976,3187.3935679862725
THA,Thailande,2007,19614237.158478167,92628.55864115476
TJK,Tadjikistan,2007,1451.1446625422068,14.039993399713556
TKM,Turkmenistan,2007,3734.258670638571,37.807688050478035
TLS,Timor-Leste,2007,353874.637870332,1555.9017806627696
TTO,Trinite-et-Tobago,2007,223656.00650330517,1108.5866123166218
TUN,Tunisie,2007,104945.03507791756,878.4803311863782
TUR,Turquie,2007,2795622.4540846525,25344.14620437568
TWN,Taiwan,2007,377131.04460950743,1729.6701436782155
TZA,Tanzanie,2007,16250074.59403768,121685.2129391561
UGA,Ouganda,2007,6813406.1380688045,36627.18579275769
UKR,Ukraine,2007,9712465.789515203,64266.43965348588
URY,Uruguay,2007,2172180.215213525,21529.699417561536
USA,Etats-Unis,2007,381046293.63121504,2435127.9796808213
UZB,Ouzbekistan,2007,4573.861931691786,43.113891294196875
VCT,Saint-Vincent-et-les Grenadines,2007,5180.288202675147,23.156943663386294
VEN,Venezuela,2007,19030892.005396795,114346.97972348824
VGB,British Virgin Islands,2007,970.0012202660807,6.138666342022241
VIR,Iles Vierges americaines,2007,4063.1852130609773,25.063517927842238
VNM,Viet Nam,2007,16497299.78141439,80225.30123362975
VUT,Vanuatu,2007,24525.432297062995,111.89819487171255
XAD,Akrotiri et Dhekelia,2007,329.7014960541566,3.367707529288002
XKO,Kosovo,2007,146547.32112657555,811.0238212452111
XNC,Chypre du Nord,2007,1291.1578416251373,12.677765846473577
ZAF,Afrique du Sud,2007,9155815.673605906,47105.1570360769
ZMB,Zambie,2007,7534247.349581925,53654.07997100309
ZWE,Zimbabwe,2007,1315853.1795477425,9299.78555742224
AFG,Afghanistan,2008,13658.594085358613,107.40624824205052
AGO,Angola,2008,12362341.32081161,103582.03635346258
ALA,Iles Aland,2008,115185.61697925055,1291.9479553345695
ALB,Albanie,2008,961106.6302765204,5471.318403878178
AND,Andorre,2008,1080.1019046596416,5.247863487197
ARG,Argentine,2008,44989679.11863345,592753.2271983777
ARM,Armenie,2008,13591.65336682076,113.03153313921727
ATG,Antigua-et-Barbuda,2008,5731.258259652113,45.69564378293921
AUS,Australie,2008,20070470.716081023,205726.85571364328
AUT,Autriche,2008,5549739.109421376,26895.74319015951
AZE,Azerbaidjan,2008,51251.73057306669,472.31692414898146
BDI,Burundi,2008,249821.68644776134,1999.4453327100887
BEL,Belgique,2008,1518857.5607223087,7213.544885716303
BEN,Benin,2008,51452.41596305577,481.5517398633241
BES,Pays-Bas caribeens,2008,98.20401321878985,0.5909215571115956
BFA,Burkina Faso,2008,497.25234386659764,4.757499021891022
BGD,Bangladesh,2008,926148.8125002412,4480.089872620346
BGR,Bulgarie,2008,907728.6888243324,6448.134766978334
BHS,Bahamas,2008,179599.12505483726,1949.2357614728064
BIH,Bosnie-Herzegovine,2008,252507.4414355083,1551.7883182144155
BLR,Bielorussie,2008,4512890.544314969,35896.481903189546
BLZ,Belize,2008,1436664.9815456623,8216.094729873794
BMU,Bermudes,2008,28.86201283287488,0.19589676768119546
BOL,Bolivie,2008,60841567.613157876,369850.56059081975
BRA,Bresil,2008,459421364.2915154,2444308.0383169157
BRB,Barbade,2008,2038.0172194296333,13.71672659022984
BRN,Brunei Darussalam,2008,396142.5843919542,1299.9505503719472
BTN,Bhoutan,2008,203467.03368502768,775.3336951217174
BWA,Botswana,2008,1741.1453686804932,26.063255855741744
CAF,Republique centrafricaine,2008,5519483.252585409,31859.752340707742
CAN,Canada,2008,153901185.54146293,1949007.7574981735
CHE,Suisse,2008,498076.445316899,2419.2686401743917
CHL,Chili,2008,16044087.501282256,123068.31339763828
CHN,Chine,2008,139462342.86343494,738031.2918890547
CIV,Cote d Ivoire,2008,19211037.252608538,127554.83313428675
CMR,Cameroun,2008,7631461.558238779,35141.59927780958
COD,Republique democratique du Congo,2008,89843687.35658474,404830.7293506208
COG,Republique du Congo,2008,3398858.043623901,17374.335808033265
COL,Colombie,2008,50750144.87319482,231849.49965961894
COM,Comores,2008,7478.227107406031,34.9535987759822
CPV,Cap-Vert,2008,,0.148145368279614
CRI,Costa Rica,2008,4085939.80573099,21875.040798153652
CUB,Cuba,2008,2307536.94714116,17083.735766594968
CYM,Iles Cayman,2008,2921.2385007636813,32.34618677934979
CYP,Chypre,2008,9262.397605801329,94.7967043798501
CZE,Republique tcheque,2008,3201118.338803693,16872.510010702656
